,BlockNumber,DateTime,Deviation,DirectionNum,DirectionText,Lat,Lon,RouteID,TripEndTime,TripHeadsign,TripID,TripStartTime,VehicleID
362,SP-05,2019-04-12T13:33:41,1.0,0,NORTH,38.876469,-76.991562,P6,2019-04-12T14:29:00,RHODE ISLAND AVE STATION,926815060,2019-04-12T13:24:00,6384
363,SP-10,2019-04-12T13:33:36,5.0,1,SOUTH,38.920589,-76.998383,P6,2019-04-12T14:28:00,ANACOSTIA STATION,926726060,2019-04-12T13:24:00,6557
364,PU-72,2019-04-12T13:33:45,2.0,1,SOUTH,38.902634,-76.945038,U7,2019-04-12T13:56:00,MINNESOTA & RIDGE,904997060,2019-04-12T13:24:00,6127
365,FJ-22,2019-04-12T13:33:28,-1.0,0,NORTH,38.800171,-77.048012,10A,2019-04-12T14:14:00,PENTAGON,914338060,2019-04-12T13:25:00,2977
366,FE-15,2019-04-12T13:33:32,0.0,1,WEST,38.82679,-77.086311,28A,2019-04-12T14:42:00,TYSONS CORNER STA,921123060,2019-04-12T13:25:00,3193
367,B-320,2019-04-12T13:33:43,2.0,1,WEST,38.857281,-76.96344,36,2019-04-12T14:35:00,POTOMAC PARK,940758060,2019-04-12T13:25:00,2933
368,W-403,2019-04-12T13:33:31,-1.0,1,SOUTH,38.917591,-77.0457,42,2019-04-12T13:59:00,GALLERY PLACE,936811060,2019-04-12T13:25:00,6520
369,F-511,2019-04-12T13:33:44,7.0,1,WEST,38.884834,-77.022179,5A,2019-04-12T14:21:00,DULLES AIRPORT,901886060,2019-04-12T13:25:00,2705
370,B-751,2019-04-12T13:33:35,0.0,1,SOUTH,38.892681,-77.021896,74,2019-04-12T13:47:00,NATIONALS PARK,899597060,2019-04-12T13:25:00,3001
371,B-841,2019-04-12T13:33:51,4.0,0,NORTH,38.898933,-77.050133,80,2019-04-12T14:46:00,FORT TOTTEN,938741060,2019-04-12T13:25:00,2900
372,L-890,2019-04-12T13:33:54,0.0,1,SOUTH,39.104164,-76.843727,89M,2019-04-12T14:15:00,GREENBELT STATION,924784060,2019-04-12T13:25:00,7042
373,PC-11,2019-04-12T13:33:50,6.0,1,WEST,38.826427,-76.920395,C14,2019-04-12T13:47:00,NAYLOR RD STATION,931144060,2019-04-12T13:25:00,7306
374,BD-78,2019-04-12T13:33:45,-2.0,1,SOUTH,38.923435,-76.999588,D8,2019-04-12T14:12:00,UNION STATION,920011060,2019-04-12T13:25:00,2873
375,MJ-02,2019-04-12T13:33:50,8.0,1,WEST,38.994152,-77.030899,J2,2019-04-12T14:08:00,MONTGOMERY MALL,912610060,2019-04-12T13:25:00,8049
376,MK-21,2019-04-12T13:33:27,-2.0,1,SOUTH,39.015507,-76.977882,K6,2019-04-12T14:05:00,FORT TOTTEN,938189060,2019-04-12T13:25:00,7068
377,ML-45,2019-04-12T13:33:53,4.0,0,NORTH,38.973019,-77.077171,L8,2019-04-12T14:01:00,ASPEN HILL,916337060,2019-04-12T13:25:00,7251
378,SN-24,2019-04-12T13:33:36,9.0,0,EAST,38.815201,-77.016663,NH2,2019-04-12T13:52:00,NATIONAL HARBOR,913298060,2019-04-12T13:25:00,6406
379,LP-28,2019-04-12T13:33:39,9.0,1,WEST,38.88599,-76.895744,P12,2019-04-12T14:22:00,EASTOVER,918521060,2019-04-12T13:25:00,6047
380,LR-11,2019-04-12T13:33:55,2.0,1,SOUTH,39.000809,-76.903305,R12,2019-04-12T14:12:00,DEANWOOD STATION,917751060,2019-04-12T13:25:00,3041
381,CR-05,2019-04-12T13:33:31,1.0,0,NORTH,38.694973,-77.143929,REX,2019-04-12T14:23:00,KING STREET - OLD TOWN STATION,904034060,2019-04-12T13:25:00,6312
382,L-821,2019-04-12T13:33:47,3.0,0,EAST,38.931557,-76.970856,T14,2019-04-12T14:10:00,NEW CARROLLTON STATION,926543060,2019-04-12T13:25:00,7044
383,L-822,2019-04-12T13:33:52,5.0,1,WEST,38.957485,-76.868965,T14,2019-04-12T14:13:00,RHODE ISLAND AVE STATION,926588060,2019-04-12T13:25:00,8029
384,MT-05,2019-04-12T13:33:53,2.0,1,SOUTH,39.07692,-77.162666,T2,2019-04-12T14:10:00,FRIENDSHIP HEIGHTS,895451060,2019-04-12T13:25:00,7377
385,PV-72,2019-04-12T13:33:56,3.0,0,NORTH,38.889111,-76.93721,V8,2019-04-12T13:39:00,MINNESOTA AVENUE STATION,919499060,2019-04-12T13:25:00,6133
386,MY-24,2019-04-12T13:33:47,2.0,0,NORTH,39.001049,-77.033424,Y8,2019-04-12T14:30:00,MONTGOMERY MEDICAL CENTER VIA LEISURE WORLD,925367060,2019-04-12T13:25:00,6197
387,N-500,2019-04-12T13:33:26,5.0,1,SOUTH,38.97361,-77.020805,54,2019-04-12T14:20:00,METRO CENTER,923858060,2019-04-12T13:26:00,7218
388,S-930,2019-04-12T13:33:50,2.0,1,SOUTH,38.914799,-77.018517,92,2019-04-12T14:30:00,CONGRESS HEIGHTS STATION,903171060,2019-04-12T13:26:00,6386
389,WM-43,2019-04-12T13:32:57,-2.0,1,SOUTH,38.956116,-77.07029,M4,2019-04-12T13:51:00,SIBLEY HOSPITAL,937989060,2019-04-12T13:26:00,6495
390,CT-02,2019-04-12T13:33:35,2.0,0,LOOP,38.770771,-77.17099,S80,2019-04-12T13:34:00,FRANCONIA - SPRINGFIELD,931376060,2019-04-12T13:26:00,3083
391,PU-54,2019-04-12T13:33:40,-6.0,0,EAST,38.881237,-76.945946,U6,2019-04-12T14:00:00,MARSHALL HEIGHTS - LINCOLN HEIGHTS,905393060,2019-04-12T13:26:00,7336
392,MC-85,2019-04-12T13:33:53,2.0,0,EAST,39.048981,-77.102158,C8,2019-04-12T14:41:00,COLLEGE PARK STATION,895719060,2019-04-12T13:27:00,6036
393,S-137,2019-04-12T13:33:43,2.0,0,NORTH,38.724743,-77.004799,P18,2019-04-12T14:10:00,SOUTHERN AVE STATION,939276060,2019-04-12T13:27:00,6568
394,NS-08,2019-04-12T13:33:53,-1.0,1,SOUTH,38.980873,-77.036415,S4,2019-04-12T14:20:00,FEDERAL TRIANGLE,896812060,2019-04-12T13:27:00,7352
395,BU-44,2019-04-12T13:33:53,1.0,1,WEST,38.904003,-76.926033,U4,2019-04-12T13:41:00,RIVER TERRACE,934868060,2019-04-12T13:27:00,3028
396,SA-03,2019-04-12T13:33:34,1.0,1,SOUTH,38.862095,-76.995575,A2,2019-04-12T13:56:00,SOUTHERN AVE STATION,928223060,2019-04-12T13:28:00,6181
397,MC-40,2019-04-12T13:33:31,1.0,1,WEST,38.999435,-76.911789,C2,2019-04-12T14:24:00,WHEATON STATION,902072060,2019-04-12T13:28:00,7073
398,LE-02,2019-04-12T13:33:48,2.0,0,EAST,38.9277,-76.912926,F13,2019-04-12T14:18:00,WASHINGTON BUSINESS PARK,910511060,2019-04-12T13:28:00,7055
399,BH-70,2019-04-12T13:33:43,5.0,1,WEST,38.923557,-76.962662,H6,2019-04-12T14:01:00,BROOKLAND STATION,916723060,2019-04-12T13:28:00,2957
400,N-504,2019-04-12T13:33:33,-1.0,0,NORTH,38.880226,-77.024559,52,2019-04-12T14:20:00,14TH & COLORADO,923725060,2019-04-12T13:29:00,7223
401,WE-49,2019-04-12T13:33:27,0.0,1,WEST,38.954945,-77.008263,E4,2019-04-12T14:02:00,FRIENDSHIP HEIGHTS,934229060,2019-04-12T13:29:00,7142
402,CT-03,2019-04-12T13:32:24,2.0,0,LOOP,38.767242,-77.167007,S80,2019-04-12T13:41:00,SPRINGFIELD MALL - HILTON,931299060,2019-04-12T13:29:00,3086
403,FJ-30,2019-04-12T13:33:34,1.0,1,SOUTH,38.865234,-77.054367,10A,2019-04-12T14:17:00,HUNTINGTON STATION N,914392060,2019-04-12T13:30:00,2976
404,FJ-70,2019-04-12T13:33:30,3.0,1,SOUTH,38.882339,-77.10984,10B,2019-04-12T14:28:00,HUNTING POINT,911841060,2019-04-12T13:30:00,3161
405,FC-22,2019-04-12T13:33:42,1.0,1,WEST,38.868443,-77.05217,16A,2019-04-12T14:23:00,ANNANDALE - PIKE RIDE,907870060,2019-04-12T13:30:00,3105
406,FB-27,2019-04-12T13:33:42,3.0,0,EAST,38.882027,-77.111137,22A,2019-04-12T14:17:00,PENTAGON VIA PENTAGON CITY,922492060,2019-04-12T13:30:00,3152
407,FB-31,2019-04-12T13:33:48,0.0,1,WEST,38.866734,-77.05658,22A,2019-04-12T14:21:00,BALLSTON,922557060,2019-04-12T13:30:00,3159
408,,2019-04-12T13:33:39,3.0,1,WEST,38.883141,-77.116219,2A,2019-04-12T14:04:00,DUNN LORING STATION,901280060,2019-04-12T13:30:00,7202
409,AM-11,2019-04-12T13:33:55,3.0,1,WEST,38.90134,-77.042046,38B,2019-04-12T14:09:00,BALLSTON,899981060,2019-04-12T13:30:00,7186
410,W-407,2019-04-12T13:33:49,3.0,0,NORTH,38.896332,-77.023987,42,2019-04-12T14:07:00,MT PLEASANT VIA ADAMS MORGAN,937035060,2019-04-12T13:30:00,7117
411,N-763,2019-04-12T13:33:51,-3.0,0,NORTH,38.900269,-77.021866,79,2019-04-12T14:18:00,SILVER SPRING STATION,896333060,2019-04-12T13:30:00,6456
412,N-768,2019-04-12T13:33:42,2.0,1,SOUTH,38.993294,-77.027092,79,2019-04-12T14:18:00,ARCHIVES,896258060,2019-04-12T13:30:00,6461
413,F-783,2019-04-12T13:33:40,2.0,1,SOUTH,38.866322,-77.054367,7M,2019-04-12T13:45:00,MARK CENTER,935985060,2019-04-12T13:30:00,3181
414,B-800,2019-04-12T13:33:53,0.0,1,SOUTH,39.018322,-76.937164,83,2019-04-12T14:28:00,RHODE ISLAND AVE STATION,933415060,2019-04-12T13:30:00,2862
415,L-891,2019-04-12T13:33:26,-1.0,0,NORTH,39.011051,-76.894073,89M,2019-04-12T14:19:00,SOUTH LAUREL PARK & RIDE,924758060,2019-04-12T13:30:00,7059
416,LA-27,2019-04-12T13:33:44,2.0,1,SOUTH,38.939426,-76.907341,A12,2019-04-12T14:24:00,ADDISON RD STATION,940039060,2019-04-12T13:30:00,6172
417,LA-26,2019-04-12T13:33:56,1.0,0,NORTH,38.891617,-76.901588,A12,2019-04-12T14:22:00,CAPITAL PLAZA,940115060,2019-04-12T13:30:00,7065
418,B-990,2019-04-12T13:33:30,0.0,1,WEST,38.919876,-76.9701,B99,2019-04-12T13:34:00,SHUTTLE,922785060,2019-04-12T13:30:00,2159
419,WC-01,2019-04-12T13:33:54,3.0,0,EAST,38.922661,-77.080681,D2,2019-04-12T13:49:00,DUPONT CIRCLE,921599060,2019-04-12T13:30:00,3079
420,WE-42,2019-04-12T13:33:46,3.0,0,EAST,38.961861,-77.086128,E4,2019-04-12T14:09:00,RIGGS PARK,934287060,2019-04-12T13:30:00,7126
421,LF-60,2019-04-12T13:33:52,2.0,0,EAST,38.994457,-77.027634,F4,2019-04-12T14:29:00,NEW CARROLLTON STATION,942472060,2019-04-12T13:30:00,7054
422,BG-45,2019-04-12T13:33:43,2.0,0,EAST,38.900211,-77.035255,G8,2019-04-12T14:28:00,AVONDALE,894972060,2019-04-12T13:30:00,2959
423,BH-25,2019-04-12T13:33:31,2.0,0,EAST,38.945393,-77.07827,H4,2019-04-12T14:17:00,BROOKLAND STATION,917252060,2019-04-12T13:30:00,2921
424,MJ-18,2019-04-12T13:33:37,1.0,0,EAST,39.022385,-77.135117,J2,2019-04-12T14:13:00,SILVER SPRING STATION VIA BETHESDA,912715060,2019-04-12T13:30:00,7254
425,WL-06,2019-04-12T13:33:28,3.0,1,SOUTH,38.965221,-77.075783,L2,2019-04-12T14:12:00,FARRAGUT SQUARE,915952060,2019-04-12T13:30:00,7101
426,L-990,2019-04-12T13:32:24,1.0,0,LOOP,38.942204,-76.872299,L99,2019-04-12T13:40:00,SHUTTLE,923619060,2019-04-12T13:30:00,3040
427,FS-01,2019-04-12T13:33:52,2.0,0,NORTH,38.816917,-77.049072,MW1,2019-04-12T13:52:00,METROWAY - PENTAGON CITY,910067060,2019-04-12T13:30:00,2985
428,FS-02,2019-04-12T13:33:55,-1.0,1,SOUTH,38.857033,-77.051064,MW1,2019-04-12T13:54:00,METROWAY - BRADDOCK ROAD STATION,909908060,2019-04-12T13:30:00,2991
429,P-990,2019-04-12T13:33:38,1.0,0,EAST,38.890759,-76.938202,P99,2019-04-12T13:45:00,SHUTTLE,923555060,2019-04-12T13:30:00,6119
430,P-991,2019-04-12T13:33:45,3.0,1,WEST,38.874302,-76.931458,P99,2019-04-12T13:45:00,SHUTTLE,923523060,2019-04-12T13:30:00,7318
431,MQ-08,2019-04-12T13:33:32,2.0,1,SOUTH,39.117001,-77.164856,Q6,2019-04-12T14:18:00,WHEATON STATION,900661060,2019-04-12T13:30:00,7076
432,CT-01,2019-04-12T13:33:45,-11.0,0,LOOP,38.765972,-77.158859,S80,2019-04-12T13:44:00,METRO PARK,931235060,2019-04-12T13:30:00,3082
433,NX-10,2019-04-12T13:33:48,2.0,0,NORTH,38.90134,-77.035568,S9,2019-04-12T14:07:00,SILVER SPRING STATION,897914060,2019-04-12T13:30:00,6450
434,PV-17,2019-04-12T13:33:13,-1.0,1,WEST,38.896889,-76.917671,V2,2019-04-12T14:10:00,ANACOSTIA STATION,904337060,2019-04-12T13:30:00,6139
435,PV-70,2019-04-12T13:33:53,0.0,1,SOUTH,38.89333,-76.943993,V8,2019-04-12T13:45:00,BENNING HEIGHTS,919579060,2019-04-12T13:30:00,7319
436,SW-66,2019-04-12T13:33:45,0.0,0,CLOCKWIS,38.859722,-76.987244,W6,2019-04-12T14:07:00,GARFIELD - ANACOSTIA LOOP,910664060,2019-04-12T13:30:00,3044
437,BX-24,2019-04-12T13:33:37,4.0,1,WEST,38.897701,-76.947357,X2,2019-04-12T14:13:00,LAFAYETTE SQUARE,906669060,2019-04-12T13:30:00,5467
438,BX-83,2019-04-12T13:33:32,4.0,0,EAST,38.900551,-77.028343,X9,2019-04-12T13:59:00,MINNESOTA AVENUE STATION,897705060,2019-04-12T13:30:00,2626
439,MZ-21,2019-04-12T13:33:39,4.0,0,NORTH,38.994057,-77.03083,Z6,2019-04-12T14:24:00,BURTONSVILLE PARK & RIDE,909284060,2019-04-12T13:30:00,7085
440,MZ-13,2019-04-12T13:33:38,-1.0,1,SOUTH,39.082813,-76.939041,Z8,2019-04-12T14:19:00,SILVER SPRING STATION,909562060,2019-04-12T13:30:00,7379
441,F-784,2019-04-12T13:33:51,1.0,0,NORTH,38.833984,-77.099884,7M,2019-04-12T13:41:00,PENTAGON,935911060,2019-04-12T13:31:00,3110
442,SA-40,2019-04-12T13:33:27,0.0,1,SOUTH,38.860641,-77.002159,A4,2019-04-12T14:06:00,DC VILLAGE VIA FORT DRUM,929618060,2019-04-12T13:31:00,6144
443,FC-20,2019-04-12T13:33:49,-1.0,0,EAST,38.828533,-77.21299,16A,2019-04-12T14:20:00,PENTAGON - PIKE RIDE,907909060,2019-04-12T13:32:00,3107
444,W-308,2019-04-12T13:33:38,0.0,0,EAST,38.961391,-77.085693,30S,2019-04-12T15:07:00,SOUTHERN AVE STATION,898350060,2019-04-12T13:32:00,7127
445,N-516,2019-04-12T13:33:49,2.0,1,SOUTH,38.955589,-77.033432,52,2019-04-12T14:22:00,L'ENFANT PLAZA STATION,923878060,2019-04-12T13:32:00,7359
446,BB-06,2019-04-12T13:33:27,1.0,1,SOUTH,38.936508,-76.960228,B2,2019-04-12T14:31:00,ANACOSTIA STATION,911115060,2019-04-12T13:32:00,2821
447,FF-92,2019-04-12T13:33:24,1.0,0,EAST,38.843746,-77.0541,F99,2019-04-12T13:39:00,SHUTTLE,936524060,2019-04-12T13:32:00,3019
448,BH-62,2019-04-12T13:33:55,-1.0,0,EAST,38.937199,-76.986557,H6,2019-04-12T13:46:00,FORT LINCOLN,916784060,2019-04-12T13:32:00,3009
449,PM-72,2019-04-12T13:33:45,-2.0,1,WEST,38.869637,-76.940788,M6,2019-04-12T13:53:00,POTOMAC AVE STATION,920512060,2019-04-12T13:32:00,7333
450,BB-05,2019-04-12T13:33:29,-1.0,0,NORTH,38.862236,-76.993156,B2,2019-04-12T14:30:00,MT RAINIER,911001060,2019-04-12T13:33:00,2925
451,WC-03,2019-04-12T13:33:57,0.0,1,WEST,38.909714,-77.044548,D2,2019-04-12T13:51:00,GLOVER PARK,921653060,2019-04-12T13:33:00,3069
452,BR-06,2019-04-12T13:33:44,-1.0,0,NORTH,38.954948,-77.004601,R2,2019-04-12T14:20:00,CALVERTON,936020060,2019-04-12T13:33:00,2902
453,PU-70,2019-04-12T13:33:55,-2.0,0,NORTH,38.894192,-76.949806,U7,2019-04-12T13:58:00,DEANWOOD STATION,905062060,2019-04-12T13:33:00,7300
454,WN-10,2019-04-12T13:33:29,-2.0,1,WEST,38.903553,-77.039757,N4,2019-04-12T14:09:00,FRIENDSHIP HEIGHTS,933788060,2019-04-12T13:34:00,6506
455,MZ-18,2019-04-12T13:33:32,-1.0,1,SOUTH,39.114704,-76.930901,Z6,2019-04-12T14:34:00,SILVER SPRING STATION,909314060,2019-04-12T13:34:00,6173
456,FT-16,2019-04-12T13:33:32,-3.0,0,EAST,38.916367,-77.220558,23T,2019-04-12T14:31:00,SHIRLINGTON,926035060,2019-04-12T13:35:00,3135
457,A-325,2019-04-12T13:33:31,-2.0,0,EAST,38.923672,-77.207581,3T,2019-04-12T13:57:00,WEST FALLS CHURCH STATION,900425060,2019-04-12T13:35:00,3770
458,MC-46,2019-04-12T13:33:47,-1.0,0,EAST,39.06229,-77.120102,C4,2019-04-12T14:45:00,PRINCE GEORGES PLAZA STATION,902184060,2019-04-12T13:35:00,6378
459,BE-31,2019-04-12T13:33:40,-2.0,1,SOUTH,38.952473,-76.996681,E2,2019-04-12T13:56:00,IVY CITY,935328060,2019-04-12T13:35:00,3021
460,LH-06,2019-04-12T13:33:32,-1.0,0,NORTH,38.809193,-76.957329,H12,2019-04-12T14:03:00,NAYLOR RD STATION,933130060,2019-04-12T13:35:00,7050
461,LJ-10,2019-04-12T13:33:42,-1.0,0,EAST,38.886318,-76.895767,J12,2019-04-12T14:05:00,FORESTVILLE,932859060,2019-04-12T13:35:00,7052
462,MK-20,2019-04-12T13:33:31,-2.0,0,NORTH,38.952278,-77.003021,K6,2019-04-12T14:22:00,WHITE OAK,938105060,2019-04-12T13:35:00,6171
463,SN-23,2019-04-12T13:33:32,-1.0,1,WEST,38.782234,-77.014107,NH2,2019-04-12T14:05:00,HUNTINGTON STATION VIA KING ST-OLD TOWN STATION,913252060,2019-04-12T13:35:00,6146
464,LR-10,2019-04-12T13:33:33,-1.0,0,NORTH,38.907768,-76.935226,R12,2019-04-12T14:22:00,GREENBELT STATION,917779060,2019-04-12T13:35:00,8018
465,NS-11,2019-04-12T13:33:34,-1.0,0,NORTH,38.892654,-77.025978,S4,2019-04-12T14:25:00,SILVER SPRING STATION,896723060,2019-04-12T13:35:00,7232
466,S-990,2019-04-12T13:33:54,-1.0,1,SOUTH,38.8619,-76.995163,SH99,2019-04-12T13:50:00,SHUTTLE,922142060,2019-04-12T13:35:00,8090
467,BX-40,2019-04-12T13:33:33,-1.0,0,EAST,38.900211,-77.035805,X2,2019-04-12T14:21:00,MINNESOTA AVENUE STATION,906509060,2019-04-12T13:35:00,5479
468,N-608,2019-04-12T13:33:51,6.0,0,NORTH,38.89352,-77.025925,64,2019-04-12T14:17:00,FORT TOTTEN,918934060,2019-04-12T13:36:00,7209
469,M-701,2019-04-12T13:33:31,-3.0,1,SOUTH,38.993412,-77.030113,70,2019-04-12T14:42:00,ARCHIVES,898764060,2019-04-12T13:36:00,5446
470,WE-01,2019-04-12T13:33:30,-3.0,0,EAST,38.961979,-77.085274,E6,2019-04-12T14:00:00,KNOLLWOOD,932841060,2019-04-12T13:36:00,3078
